Year,Region,Country,Brand,EV_Sales,Charging_Stations,Market_Share
2024,Africa,South Africa,Nissan,60155,4511,18.92
2021,South America,Brazil,Nissan,2997,165,9.29
2023,North America,USA,Nissan,14062,2354,12.73
2015,North America,Canada,Nissan,94877,4999,16.95
2017,Europe,UK,Rivian,9257,1270,9.24
2019,South America,Brazil,Tesla,88695,9558,16.1
2017,North America,Mexico,Nissan,9518,1083,7.03
2015,Africa,South Africa,Nissan,29777,1512,8.01
2021,Oceania,New Zealand,Kia,44577,10826,8.46
2021,South America,Brazil,Kia,82769,12696,23.47
2024,Europe,UK,BMW,49750,8183,21.01
2022,South America,Brazil,Volkswagen,84189,15425,14.56
2019,Asia,China,Nissan,35072,7347,14.53
2024,Asia,South Korea,Nissan,42520,7295,2.35
2019,North America,USA,Rivian,57764,11693,16.59
2019,Asia,Japan,BMW,4670,652,8.87
2015,Europe,Germany,Volkswagen,59949,7448,15.7
2024,North America,Mexico,Nissan,93702,20110,21.17
2019,Europe,UK,Rivian,82821,18474,2.09
2020,Africa,South Africa,Nissan,41647,3230,15.57
2015,Europe,UK,Hyundai,45444,7204,14.54
2025,Asia,South Korea,Tesla,25214,4708,5.96
2021,Africa,South Africa,BMW,49794,3322,16.51
2015,Asia,China,Hyundai,33211,7835,14.32
2025,Europe,Germany,Kia,720,110,19.42
2016,Asia,Japan,Volkswagen,70276,12585,3.65
2016,Asia,China,BYD,40269,3448,11.65
2019,Asia,South Korea,BYD,62449,6425,24.95
2024,South America,Chile,Kia,78328,5811,17.54
2021,Africa,South Africa,Tesla,29104,2991,17.42
2015,Africa,Egypt,Volkswagen,17271,2564,8.63
2024,Africa,South Africa,Volkswagen,61682,13368,3.25
2015,Europe,France,Rivian,77259,12109,23.79
2015,Oceania,Australia,BYD,33214,3284,3.53
2020,Europe,Germany,Tesla,30929,1822,24.82
2016,Africa,Egypt,BYD,39259,6846,4.02
2015,North America,Canada,BYD,66595,8925,5.1
2020,Asia,India,Volkswagen,2339,577,8.4
2016,Asia,India,Rivian,67807,13964,13.3
2020,Oceania,New Zealand,Hyundai,25440,5384,19.97
2024,North America,USA,Volkswagen,91028,4774,24.3
2022,South America,Brazil,BYD,8176,1680,9.61
2016,Europe,France,Volkswagen,84488,7512,1.49
2025,South America,Brazil,Kia,17400,2908,15.8
2023,North America,Mexico,Tesla,61875,8630,18.06
2022,Oceania,Australia,Nissan,42680,7013,10.54
2024,North America,Mexico,Volkswagen,66696,5114,5.4
2015,Oceania,New Zealand,Volkswagen,90941,12857,8.34
2021,South America,Brazil,Nissan,66413,3811,16.74
2024,South America,Brazil,Nissan,11974,696,12.86
2020,North America,USA,Tesla,659,119,18.84
2020,North America,Mexico,Rivian,95365,22919,6.24
2020,Asia,India,Tesla,16429,3375,21.21
2020,Oceania,Australia,Nissan,37442,5385,4.74
2024,Asia,China,Kia,2699,165,8.92
2021,Europe,UK,BYD,93176,5497,15.19
2017,Europe,France,Nissan,13480,1099,18.68
2020,North America,Canada,BMW,43497,10663,7.39
2017,South America,Brazil,Volkswagen,43859,5689,23.75
2021,Europe,Sweden,Tesla,91836,20082,17.95
2021,Europe,Sweden,BMW,46506,8883,6.22
2022,Asia,South Korea,BMW,6776,1159,18.42
2016,Asia,China,Tesla,18872,4521,17.71
2023,Europe,UK,Rivian,89197,8570,19.06
2019,North America,USA,Volkswagen,8668,1221,22.98
2023,Asia,Japan,Nissan,99669,22220,18.08
2024,Europe,Sweden,Kia,25466,4083,9.45
2019,South America,Chile,Hyundai,5415,537,19.97
2021,Asia,India,Rivian,39509,3626,17.7
2025,Europe,Sweden,Rivian,49421,9912,14.78
2023,Oceania,Australia,BMW,64767,3404,9.49
2018,Asia,China,Nissan,82233,19147,23.11
2016,Oceania,Australia,Hyundai,29511,1584,13.31
2023,Asia,South Korea,Volkswagen,83974,14796,16.07
2016,Asia,India,BMW,4547,777,10.97
2017,Africa,Egypt,Nissan,17015,2819,19.74
2024,Africa,South Africa,BMW,69715,10099,9.18
2016,Oceania,Australia,Rivian,23237,5123,20.46
2017,North America,Canada,Nissan,85496,15548,3.59
2020,Europe,UK,Rivian,29548,6097,18.02
2017,North America,Mexico,Volkswagen,13427,981,12.45
2024,North America,Canada,Kia,65065,3902,17.77
2022,Africa,South Africa,Volkswagen,34789,1937,13.75
2025,Europe,Sweden,BYD,52921,4204,4.22
2020,Africa,South Africa,BYD,50092,9186,12.45
2021,Africa,South Africa,Volkswagen,75969,11304,24.15
2015,Africa,South Africa,Tesla,96517,19346,19.12
2017,South America,Brazil,Hyundai,85811,7581,8.2
2017,North America,Canada,Volkswagen,15336,1892,23.66
2016,North America,Canada,Volkswagen,86141,19614,19.69
2021,North America,USA,BMW,45578,10808,9.75
2023,South America,Brazil,BMW,40043,9383,15.49
2018,Asia,India,Nissan,89580,19139,11.24
2019,Oceania,New Zealand,Hyundai,16453,3087,3.32
2017,Oceania,Australia,Rivian,57527,13388,20.34
2025,South America,Chile,BMW,75431,14545,5.59
2023,North America,Canada,Hyundai,51539,12409,11.99
2018,Oceania,New Zealand,Volkswagen,70306,3863,17.86
2019,South America,Brazil,Hyundai,74425,17439,23.37
2015,Africa,Egypt,BYD,77753,12529,2.51
2025,Europe,Norway,Rivian,34012,2461,10.44
2016,Oceania,New Zealand,BMW,22430,2085,15.75
2023,Europe,UK,BMW,50104,11044,19.7
2016,North America,Canada,Tesla,3762,568,23.1
2019,Oceania,New Zealand,Hyundai,11713,2887,1.01
2022,South America,Chile,Nissan,24629,1810,16.07
2017,Asia,Japan,Rivian,96489,12784,1.17
2020,Oceania,Australia,BYD,66534,7742,19.89
2018,Oceania,Australia,Volkswagen,61106,9363,4.59
2025,Oceania,New Zealand,Tesla,17024,3007,22.47
2021,Oceania,New Zealand,BYD,18598,3390,4.72
2024,South America,Chile,Nissan,77048,3872,19.34
2017,South America,Brazil,Tesla,60311,4088,7.94
2020,Asia,South Korea,BYD,50327,2869,14.37
2024,South America,Chile,Nissan,36773,8197,15.6
2023,South America,Brazil,Kia,63403,7142,5.96
2025,North America,USA,Tesla,69638,8594,8.17
2024,North America,USA,Nissan,23559,3300,3.58
2015,Europe,UK,Tesla,42377,9317,1.13
2017,Asia,Japan,BMW,43282,2286,6.75
2016,North America,Mexico,BMW,23388,1724,13.38
2022,Asia,India,BYD,28898,5404,18.13
2021,Asia,China,Rivian,11295,2742,20.05
2016,Oceania,New Zealand,Hyundai,87223,15574,2.67
2020,Africa,Egypt,Kia,84150,8602,7.54
2017,Africa,South Africa,Volkswagen,77656,11956,19.49
2022,Africa,South Africa,Hyundai,72012,17642,12.54
2024,Asia,India,Volkswagen,29732,4626,5.37
2017,Oceania,New Zealand,Volkswagen,13784,1718,10.41
2024,Europe,Norway,Volkswagen,63130,7997,7.48
2023,Europe,Germany,Nissan,35074,8537,2.22
2015,Africa,Egypt,Tesla,62202,12053,19.33
2019,Europe,UK,BMW,92066,17256,8
2017,Oceania,New Zealand,Hyundai,65639,6328,23.68
2020,Africa,Egypt,Rivian,64183,10391,22.32
2024,Oceania,New Zealand,Volkswagen,74581,9050,18.19
2016,Europe,Germany,BMW,34208,3353,8.84
2023,Africa,Egypt,Volkswagen,8287,1898,7.72
2020,Oceania,New Zealand,Kia,69981,8861,12.41
2021,South America,Chile,Nissan,89478,9534,9.51
2019,South America,Brazil,Rivian,29218,6905,22.63
2023,Oceania,Australia,Kia,54500,4876,3.96
2015,Oceania,Australia,Kia,8921,1776,18.39
2019,North America,Mexico,Nissan,77710,14030,15.66
2025,North America,USA,Tesla,31096,7279,20.35
2024,Asia,India,Rivian,54504,11795,14.02
2025,Africa,Egypt,Kia,56111,10720,16.11
2020,Asia,South Korea,Hyundai,87277,9854,24.11
2021,Asia,China,Volkswagen,63040,9400,3.21
2018,Europe,Sweden,Nissan,73774,17624,3.52
2015,South America,Brazil,Nissan,69808,3814,10.45
2025,Europe,France,Volkswagen,57387,11986,12.35
2022,Africa,Egypt,BMW,12865,1291,5.8
2024,Oceania,Australia,BYD,76834,6684,2.98
2018,North America,USA,Rivian,40355,3892,1.53
2017,Africa,Egypt,Kia,64637,4004,19.35
2021,Oceania,Australia,Hyundai,16275,4042,12.64
2016,Africa,South Africa,Tesla,68020,15234,21.24
2022,Oceania,Australia,Kia,99856,15398,9.66
2020,North America,Canada,Volkswagen,38522,7435,17.88
2021,Oceania,Australia,Tesla,66386,10709,12.72
2019,Asia,China,BMW,66948,14214,15.69
2023,Africa,South Africa,Kia,37713,8257,9.88
2019,North America,USA,Tesla,59148,5711,2.95
2025,Oceania,Australia,Kia,11215,1591,23.74
2019,Asia,China,Nissan,33559,5938,21.07
2017,Asia,Japan,Kia,91824,22560,8.49
2025,South America,Chile,Hyundai,57402,10707,24.01
2015,Asia,India,Kia,81814,18778,8.21
2016,Europe,Sweden,Tesla,15723,3446,11.63
2022,North America,Mexico,Hyundai,33735,5613,19.12
2015,North America,Canada,Tesla,69313,15854,8.42
2021,North America,USA,Rivian,55013,6903,8.79
2019,Oceania,Australia,Volkswagen,15141,1905,10.84
2017,Africa,South Africa,Volkswagen,54955,11331,12.24
2025,Oceania,New Zealand,BYD,53227,4093,3.97
2021,Europe,UK,BYD,11891,1321,1.42
2023,Africa,Egypt,Hyundai,89012,15284,23.06
2016,Asia,China,Volkswagen,21209,2842,9.48
2022,Oceania,Australia,BYD,34332,8175,3.44
2023,Africa,Egypt,BYD,38156,9222,19.22
2025,Asia,Japan,Nissan,12155,1829,8.08
2017,Africa,Egypt,Tesla,13611,2147,5.36
2016,Asia,Japan,BYD,26769,5217,24.1
2021,Africa,South Africa,Hyundai,62775,8879,23.09
2019,Oceania,Australia,Nissan,65032,5724,3.54
2019,Oceania,Australia,Volkswagen,19278,3843,22.58
2024,Europe,Germany,BYD,90698,17918,22.38
2019,South America,Brazil,Kia,93204,9226,16.22
2018,North America,Mexico,Volkswagen,46918,10161,13.71
2019,Oceania,Australia,Hyundai,66039,11406,6.22
2018,Oceania,New Zealand,Tesla,63160,6142,3.91
2020,Asia,India,Rivian,39208,7073,15.55
2018,South America,Chile,Volkswagen,59365,5741,20.73
2016,Oceania,Australia,Kia,51629,5320,17.53
2023,Africa,Egypt,Volkswagen,42934,9428,5.34
2016,South America,Chile,BYD,75358,17776,7.96
2023,North America,USA,Hyundai,26477,2684,14.11
2024,Africa,Egypt,Kia,59819,14093,16
2020,Asia,Japan,Rivian,79259,7748,2.73
2023,Europe,France,Hyundai,80202,5891,15.74
2023,Africa,Egypt,BMW,84170,5188,18.67
2017,North America,Canada,Volkswagen,98805,9724,5.35
2015,Africa,Egypt,Kia,75372,9575,6.91
2015,South America,Brazil,Hyundai,26714,6291,7.21
2017,South America,Chile,Kia,41608,4095,23.56
2019,North America,USA,BMW,32167,3959,10.77
2017,South America,Chile,Tesla,21131,4159,13.73
2023,Africa,South Africa,Rivian,90152,9954,18.38
2023,Europe,France,Tesla,32921,6152,9.92
2017,Africa,Egypt,Volkswagen,22919,3126,3.53
2017,Europe,France,Nissan,43813,3912,16.7
2019,South America,Brazil,Kia,68079,13398,17.01
2016,Africa,Egypt,BMW,2202,122,7.25
2020,South America,Chile,Rivian,39215,4253,1.85
2021,Europe,Sweden,Hyundai,44389,5381,16.97
2023,South America,Chile,Nissan,13262,1878,17.88
2020,Oceania,New Zealand,Kia,34655,6444,1.63
2017,Asia,South Korea,Nissan,13882,1969,17.64
2019,Africa,Egypt,Rivian,92275,15582,23.53
2018,Oceania,New Zealand,Kia,92692,15679,5.29
2019,South America,Brazil,Volkswagen,30352,3783,13.51
2022,South America,Chile,Volkswagen,49343,11684,17.72
2022,Asia,Japan,Tesla,55478,13379,6.52
2020,South America,Chile,Hyundai,32630,5428,19.04
2015,Asia,India,BMW,10688,687,21.83
2022,Africa,South Africa,Volkswagen,28768,4264,20.55
2022,Europe,France,Tesla,93842,8153,7.21
2016,Asia,South Korea,Nissan,48398,7097,20.3
2018,Asia,Japan,BYD,47118,4132,10.92
2016,Oceania,Australia,Volkswagen,26326,5022,7.4
2018,South America,Chile,Nissan,32495,2147,5.03
2024,Africa,Egypt,Rivian,4962,1194,22.82
2021,Europe,UK,BYD,96508,8596,11.25
2023,North America,USA,Kia,35304,6429,21.78
2022,Asia,India,Tesla,88825,20731,4.83
2023,North America,Canada,Kia,23673,2357,19.41
2022,South America,Chile,BMW,50189,11887,3.64
2016,Asia,China,Hyundai,96771,12361,1.42
2021,North America,USA,Volkswagen,59996,14525,24.88
2016,Oceania,Australia,BYD,9482,2316,2.76
2025,North America,Canada,Volkswagen,95934,8405,12.08
2016,Oceania,Australia,Hyundai,72899,15762,22.08
2018,Europe,Germany,Kia,18832,1670,20.67
2015,South America,Chile,Tesla,80025,7625,12.31
2019,Africa,South Africa,Tesla,21988,1469,15.66
2020,North America,Canada,Kia,86563,7038,16.11
2023,Asia,India,Kia,78983,13936,3.64
2024,South America,Brazil,Tesla,92047,12872,7.84
2022,North America,USA,BMW,44709,9307,8.22
2016,Asia,India,BYD,19732,2296,10.08
2015,Asia,South Korea,Hyundai,98509,24009,7.57
2016,Africa,Egypt,Nissan,54185,3249,7.04
2021,Africa,South Africa,Volkswagen,97021,6072,9.51
2018,Asia,South Korea,Kia,17045,3243,10.1
2024,Africa,South Africa,Kia,78140,17777,12.69
2019,Asia,South Korea,Volkswagen,58347,12200,5.16
2021,North America,Mexico,Tesla,13847,2048,19.92
2017,Europe,Norway,Hyundai,3134,325,21.66
2024,Africa,Egypt,Hyundai,5601,295,6.96
2016,Oceania,Australia,BMW,88186,13394,3.96
2021,Oceania,Australia,BYD,26470,3841,18.34
2019,Oceania,New Zealand,BMW,18393,2185,23.18
2015,Europe,Germany,Rivian,19203,3180,1.84
2015,Asia,China,BMW,93862,18374,1.35
2023,Asia,India,Rivian,22989,4371,5.4
2019,South America,Brazil,Hyundai,58598,6015,17.44
2015,Oceania,Australia,BYD,37267,6225,24.15
2021,Oceania,New Zealand,BYD,60686,4840,19.01
2023,Asia,China,Rivian,82412,6124,14.75
2025,Oceania,Australia,BYD,20233,4191,17.81
2015,Asia,South Korea,Volkswagen,77442,14617,6.54
2024,Asia,South Korea,Tesla,94203,19178,17.53
2018,Africa,South Africa,BYD,31159,2508,8.71
2017,Asia,India,Hyundai,50043,11656,6.34
2019,North America,Mexico,Volkswagen,8451,647,6.68
2021,North America,USA,Tesla,64917,14541,17.03
2022,North America,USA,Nissan,85193,10263,19.41
2016,North America,USA,Rivian,34506,2452,14.96
2021,Europe,Norway,Kia,56364,6050,2.53
2015,South America,Chile,BMW,93560,8073,1.91
2021,South America,Brazil,BYD,1240,183,6.21
2022,Asia,South Korea,Rivian,94495,22673,7.88
2016,Oceania,Australia,Nissan,78360,9056,10.72
2023,North America,USA,BYD,31599,5448,2.82
2015,South America,Chile,BMW,10227,2335,18.4
2020,South America,Chile,Hyundai,66404,11688,18.08
2015,North America,Mexico,Hyundai,27033,3309,9.32
2017,Europe,France,BMW,30908,7670,14.51
2025,Europe,UK,Nissan,65805,5756,3.42
2020,South America,Chile,Rivian,15538,2402,10.97
2017,Europe,Sweden,Tesla,51299,10738,21.58
2022,Africa,South Africa,Kia,76259,3822,16.85
2019,North America,USA,Kia,49561,9436,3.49
2016,South America,Brazil,Rivian,26754,2763,21.34
2018,North America,USA,Kia,27222,2285,17.34
2023,Europe,Germany,Tesla,19708,2066,11.87
2018,North America,Canada,BYD,61140,14879,17.61
2024,Europe,Sweden,Rivian,86590,19776,5.15
2024,Europe,UK,BMW,55561,5153,14.21
2022,North America,USA,BMW,20665,1516,15.83
2019,Europe,Norway,Tesla,93976,11543,23.27
2025,Africa,South Africa,Nissan,20012,3371,2.61
2025,Asia,China,Kia,75500,16868,9.99
2024,North America,Mexico,Rivian,2479,602,23.48
2015,Asia,South Korea,Volkswagen,94309,18883,6.21
2021,North America,Mexico,BMW,7112,1207,20.52
2017,Europe,Germany,Rivian,27263,2139,1.04
2024,Europe,France,Hyundai,6522,422,1.62
2022,South America,Brazil,Hyundai,60250,10194,8.86
2017,Africa,Egypt,Volkswagen,75804,11962,19.44
2015,South America,Brazil,BMW,28555,6259,3.5
2019,Asia,South Korea,Kia,61389,7030,10.19
2016,Europe,UK,Kia,73868,4279,4.16
2025,South America,Chile,Kia,18139,2444,6.37
2018,Europe,Sweden,Nissan,61532,15003,13.07
2015,North America,Mexico,Hyundai,799,167,8.66
2023,South America,Brazil,Nissan,85462,4850,6.09
2020,Asia,South Korea,Tesla,96690,21749,10.44
2022,South America,Chile,BYD,83700,12081,17.83
2025,Europe,Norway,Kia,13528,1663,3.87
2018,Oceania,Australia,Tesla,25937,3095,12.51
2023,Oceania,New Zealand,BYD,5089,860,7.59
2016,Africa,South Africa,Volkswagen,74169,11579,10.09
2023,Europe,Norway,Hyundai,63145,11449,20.72
2019,North America,Canada,BYD,60417,9952,23.31
2020,South America,Chile,Rivian,81495,6420,6.83
2017,Oceania,New Zealand,BYD,19668,1995,16.12
2018,North America,Canada,BMW,64345,14040,17.24
2020,Europe,Germany,BYD,73434,13412,21.22
2021,North America,Canada,BMW,23592,3295,22.58
2015,Europe,Norway,BYD,12877,1114,12.23
2021,Africa,Egypt,BMW,75339,3882,24.58
2015,South America,Brazil,Hyundai,91668,10301,24.3
2019,North America,USA,Hyundai,47135,2873,13.16
2020,South America,Chile,Rivian,55902,8187,14.01
2016,North America,Mexico,BYD,90389,19375,17.03
2024,Europe,France,Volkswagen,81301,8705,9.97
2023,Europe,Germany,Volkswagen,82933,18208,16.89
2024,North America,Canada,Nissan,8812,1682,13.34
2020,Africa,Egypt,Volkswagen,85267,6399,1.85
2021,Europe,UK,Rivian,62763,11229,21.47
2024,Asia,South Korea,Hyundai,34385,2762,23.57
2022,Asia,China,Tesla,58348,10558,1.63
2025,South America,Brazil,Volkswagen,63994,5026,19.94
2024,Asia,China,Tesla,44451,5712,10.26
2015,Asia,Japan,BMW,41129,6717,15.06
2022,Africa,Egypt,Nissan,35506,2133,13
2018,Africa,Egypt,Rivian,80067,6458,14.23
2024,Oceania,New Zealand,Rivian,68469,7811,12.88
2022,Oceania,New Zealand,Kia,25878,3686,21.48
2020,Africa,Egypt,BMW,23893,5297,17.4
2025,Oceania,New Zealand,BYD,7666,670,10.9
2023,Africa,South Africa,Volkswagen,67507,8066,17.53
2025,Oceania,New Zealand,Rivian,75054,10894,24.16
2018,Europe,Sweden,Hyundai,30116,3287,2.93
2016,Africa,Egypt,Nissan,31271,5477,10.31
2016,South America,Brazil,BMW,18312,1855,21.89
2019,South America,Chile,BMW,54526,11148,18.74
2024,Africa,Egypt,Tesla,15529,2345,23.44
2023,Asia,South Korea,BYD,70342,4731,1.96
2017,South America,Chile,BMW,13677,2398,21.71
2022,Asia,India,Rivian,69817,11439,20
2018,South America,Brazil,Tesla,27101,3190,20.56
2020,North America,Canada,Nissan,19201,1002,15.33
2024,North America,Canada,BMW,7188,647,2.25
2020,Africa,South Africa,Kia,17890,2346,13.94
2017,South America,Chile,Kia,91456,8229,10.79
2019,Europe,France,Tesla,38379,6351,13.65
2017,Asia,India,Kia,89869,17296,18.77
2025,South America,Chile,Rivian,78721,17413,15.3
2025,Africa,Egypt,BYD,32992,5918,8.02
2015,Asia,Japan,Rivian,20171,3788,15.39
2021,Oceania,New Zealand,Hyundai,50290,8634,3
2018,Africa,South Africa,Kia,74720,18463,1.13
2021,South America,Chile,Rivian,28074,2869,10.64
2017,Europe,Germany,Nissan,71761,7409,19.17
2025,Oceania,Australia,BMW,12349,929,20.74
2019,Africa,Egypt,Rivian,51827,7625,14.2
2019,South America,Chile,Tesla,96829,6703,21.83
2016,North America,Mexico,BMW,31671,3294,4.02
2025,South America,Chile,Hyundai,33151,4857,24.14
2024,North America,Canada,Rivian,7081,1710,23.12
2016,North America,Mexico,BMW,65267,15844,15.38
2018,Africa,Egypt,BMW,54195,10771,2.41
2018,South America,Brazil,Tesla,5721,731,11.9
2018,South America,Chile,Rivian,53400,11909,5.3
2020,North America,Mexico,Hyundai,91581,20614,16.08
2016,Asia,India,Nissan,82163,19065,5.56
2020,Oceania,New Zealand,Tesla,5532,984,12.56
2021,Europe,UK,Volkswagen,39694,3586,5.94
2025,South America,Brazil,Hyundai,37277,2542,5.36
2024,Oceania,New Zealand,Hyundai,81131,18899,6.95
2017,Oceania,Australia,BMW,22207,1357,1.7
2025,Asia,China,BYD,87863,9592,18.19
2022,Oceania,Australia,BYD,31120,4586,8.36
2016,South America,Brazil,Rivian,72343,3935,17.75
2025,Africa,South Africa,Nissan,36396,8421,16.68
2022,Africa,Egypt,BMW,37569,4035,2.59
2025,Oceania,Australia,BYD,72063,4013,8.49
2019,South America,Brazil,Tesla,60039,14932,14.6
2016,South America,Brazil,Rivian,83366,9360,23.04
2021,North America,Mexico,Nissan,59837,13484,10.63
2016,Asia,South Korea,BMW,69476,9774,13.11
2020,Europe,France,Kia,2045,373,19
2024,North America,Canada,Tesla,46112,4529,20.28
2017,Europe,Sweden,BYD,53159,8004,23.16
2023,South America,Brazil,BYD,31980,3246,12.93
2017,Africa,Egypt,BYD,33297,7998,5.65
2025,North America,Canada,BYD,96980,6031,19.35
2017,Oceania,New Zealand,Hyundai,28836,3025,4.01
2019,Oceania,Australia,Kia,80800,18472,11.04
2021,Europe,UK,Nissan,58372,8522,16.08
2022,South America,Chile,Nissan,87567,14887,17.6
2025,Africa,Egypt,BYD,66161,11931,18.59
2021,Europe,Sweden,Nissan,38176,2450,5.64
2023,Africa,South Africa,Kia,28932,1549,24.56
2019,Asia,India,Tesla,7142,1696,5.28
2024,Africa,South Africa,Tesla,52910,5518,3.31
2025,Oceania,Australia,Volkswagen,42113,5308,16.94
2017,North America,Canada,Nissan,98151,18297,22.84
2020,North America,USA,BYD,90561,8808,14.43
2019,North America,Mexico,BMW,46916,9224,15.29
2018,Africa,Egypt,Kia,51913,7353,13.92
2016,Oceania,New Zealand,BYD,41221,9123,2.03
2021,Africa,South Africa,Hyundai,25366,2681,17.35
2019,South America,Brazil,Rivian,77219,7008,9.6
2018,Oceania,Australia,BMW,61485,13301,23.46
2022,Oceania,New Zealand,Kia,97126,11195,5.48
2023,Africa,Egypt,Hyundai,76805,10166,8.25
2023,Africa,South Africa,Nissan,11431,2386,13.12
2017,North America,Mexico,Hyundai,18577,3290,12.46
2017,Oceania,Australia,Nissan,54296,7511,10.61
2019,North America,Canada,Hyundai,26395,2638,8.55
2019,South America,Chile,BMW,68857,13966,4.53
2024,Asia,Japan,Hyundai,53314,4589,20.7
2016,North America,USA,BYD,97772,23040,11.77
2015,Africa,South Africa,Nissan,80790,6468,14.75
2022,Europe,UK,Tesla,49293,10400,14.12
2017,Asia,India,Hyundai,64348,8677,14.81
2015,South America,Brazil,Nissan,82254,7172,17.92
